Timestamp,Offset,Length,MeterID,MeterType,TamperPhy,TamperEnc,Consumption,ChecksumVal
2016-11-16T18:55:32.242676282-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:55:33.375565056-05:00,0,0,35292950,5,0x2,0x2,3030236,0x1ed3
2016-11-16T18:55:33.876296996-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:55:34.466754481-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:55:34.525122741-05:00,0,0,47495895,11,0x0,0x0,2826,0xa5c0
2016-11-16T18:55:34.643316539-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:55:35.873307545-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:55:37.134182756-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:55:37.252109158-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:55:38.263743124-05:00,0,0,11936899,5,0x2,0x0,7606341,0xe096
2016-11-16T18:55:38.983667462-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:55:39.363151703-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:55:40.921056498-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:55:41.760691629-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:55:42.190526477-05:00,0,0,10696912,12,0x3,0x0,28370,0xd036
2016-11-16T18:55:42.590775063-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:55:43.866170702-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:55:44.074654141-05:00,0,0,11936899,5,0x2,0x0,7606341,0xe096
2016-11-16T18:55:44.247304497-05:00,0,0,37932498,13,0x1,0x0,68538,0xafa2
2016-11-16T18:55:44.759791602-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:55:45.539284716-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:55:45.540861056-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:55:45.923439574-05:00,0,0,43475881,5,0x3,0x0,3267993,0x9dfe
2016-11-16T18:55:46.09083716-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:55:48.203437501-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:55:50.358519472-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:55:50.362252461-05:00,0,0,35292950,5,0x2,0x2,3030236,0x1ed3
2016-11-16T18:55:50.865420088-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:55:51.913175085-05:00,0,0,11936899,5,0x2,0x0,7606341,0xe096
2016-11-16T18:55:52.025157929-05:00,0,0,47495895,11,0x0,0x0,2826,0xa5c0
2016-11-16T18:55:53.042290835-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:55:53.260496569-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:55:53.820716195-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:55:55.762858488-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:55:56.690651818-05:00,0,0,10696912,12,0x3,0x0,28370,0xd036
2016-11-16T18:55:56.96806584-05:00,0,0,43475881,5,0x3,0x0,3267993,0x9dfe
2016-11-16T18:55:58.075972558-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:55:58.247268896-05:00,0,0,37932498,13,0x1,0x0,68538,0xafa2
2016-11-16T18:55:59.873171815-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:56:00.243668516-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:00.755962065-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:56:02.42318074-05:00,0,0,43475881,5,0x3,0x0,3267993,0x9dfe
2016-11-16T18:56:02.931044476-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:03.918846139-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:04.417827028-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:56:05.252836774-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:56:06.259776327-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:08.030088773-05:00,0,0,27413601,5,0x0,0x0,7072472,0xb94b
2016-11-16T18:56:08.480112414-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:09.373550792-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:56:10.088728112-05:00,0,0,11936899,5,0x2,0x0,7606342,0xa8d3
2016-11-16T18:56:10.362117607-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:10.412420554-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:56:11.02578636-05:00,0,0,47495895,11,0x0,0x0,2826,0xa5c0
2016-11-16T18:56:12.029023607-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:56:12.312373896-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:56:12.314039559-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:56:12.423280377-05:00,0,0,37932498,13,0x1,0x0,68538,0xafa2
2016-11-16T18:56:12.586078801-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:15.013256045-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:15.097800566-05:00,0,0,43475881,5,0x3,0x0,3267993,0x9dfe
2016-11-16T18:56:15.129731433-05:00,0,0,43475881,5,0x3,0x0,3267993,0x9dfe
2016-11-16T18:56:15.764786869-05:00,0,0,11936899,5,0x2,0x0,7606342,0xa8d3
2016-11-16T18:56:16.304431106-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:56:16.465770215-05:00,0,0,35292950,5,0x2,0x2,3030237,0xfc31
2016-11-16T18:56:16.641807059-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:56:18.040376112-05:00,0,0,43475881,5,0x3,0x0,3267993,0x9dfe
2016-11-16T18:56:18.41229056-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:56:19.026663246-05:00,0,0,47495895,11,0x0,0x0,2826,0xa5c0
2016-11-16T18:56:19.364634239-05:00,0,0,37932498,13,0x1,0x0,68538,0xafa2
2016-11-16T18:56:19.527506091-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:56:20.57508403-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:20.741728191-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:56:21.967149922-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:56:23.409225983-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:56:23.859321864-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:23.865247437-05:00,0,0,43475881,5,0x3,0x0,3267993,0x9dfe
2016-11-16T18:56:23.911844891-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:56:24.643909326-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:24.874166932-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:56:26.70211086-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:56:27.088485834-05:00,0,0,11936899,5,0x2,0x0,7606342,0xa8d3
2016-11-16T18:56:27.362418362-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:56:28.649289958-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:29.422445984-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:30.074284748-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:56:31.0876627-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:56:31.297658599-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:32.206181848-05:00,0,0,11936899,5,0x2,0x0,7606342,0xa8d3
2016-11-16T18:56:32.31681894-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:34.751498859-05:00,0,0,11936899,5,0x2,0x0,7606342,0xa8d3
2016-11-16T18:56:35.138501799-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:56:36.302875788-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:36.694143633-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:56:38.818394436-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:56:39.690942572-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:56:40.305905868-05:00,0,0,37932498,13,0x1,0x0,68538,0xafa2
2016-11-16T18:56:40.481080206-05:00,0,0,43475881,5,0x3,0x0,3267993,0x9dfe
2016-11-16T18:56:42.255069214-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:42.539739529-05:00,0,0,43475881,5,0x3,0x0,3267993,0x9dfe
2016-11-16T18:56:44.241865736-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:56:46.078419808-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:46.080127501-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:46.467230516-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:56:47.145576071-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:56:47.630595374-05:00,0,0,37932498,13,0x1,0x0,68538,0xafa2
2016-11-16T18:56:47.966918749-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:56:48.542308001-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
2016-11-16T18:56:48.819449886-05:00,0,0,35292950,5,0x2,0x2,3030238,0xb474
2016-11-16T18:56:49.244754733-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:56:51.579874013-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:56:52.971104448-05:00,0,0,11936899,5,0x2,0x0,7606342,0xa8d3
2016-11-16T18:56:53.143178959-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:54.248214725-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:56:56.148502427-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:56.740972381-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:56:58.532123563-05:00,0,0,34000195,4,0x0,0x1,23629,0xa298
2016-11-16T18:56:58.968856719-05:00,0,0,23862994,4,0x0,0x0,19158,0x39c5
2016-11-16T18:56:59.48748448-05:00,0,0,14452472,4,0x0,0x0,38155,0xcea2
